law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,mean_abs_circulation,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
15,ON,7001,609,452.66019428880537,301.409798494341,341.764381767658,185.96569347220765,231.57881279126568,0.7432843912788265,0.49492577749481276,0.5050742225051872,0.3315820414214432,47,0,False,162,13,3.1604938271604937,18,147,162,8,7,3
15,ON,7002,537,395.7399330904221,245.21180897817294,297.7894621550736,144.71410352637795,187.6467385781017,0.7369458716767636,0.4566327913932457,0.5433672086067551,0.33344053716950967,45,0,False,162,10,2.9074074074074074,24,150,162,10,12,1
15,ON,7003,582,424.64942922758536,273.48254012363844,316.5860141006644,158.91854326827735,206.39665859600694,0.7296381945491157,0.46990127169010043,0.5300987283098997,0.36347307042502774,41,0,False,135,14,3.251851851851852,33,126,135,8,11,0
16,OFF,7001,393,295.9085356885174,206.97961450831642,228.1573485022236,132.65806860884928,162.63718379576005,0.7529479279606042,0.5266656857717975,0.4733343142282029,0.17555143791576117,34,0,False,202,6,2.282178217821782,17,190,202,14,13,0
16,OFF,7002,392,292.7980404976187,215.31666990090815,225.68902954066047,143.99254288934756,169.72311798847318,0.7469337767796395,0.5492772191349697,0.4507227808650309,0.16586078736696183,27,0,False,198,4,2.3333333333333335,14,189,198,4,6,2
16,OFF,7003,447,333.0018217326036,229.66451506260492,253.5871161865919,150.16752094439647,179.09992369464726,0.7449705184174578,0.5137908614375949,0.48620913856240516,0.20025925323713678,31,0,False,209,8,2.411483253588517,13,194,209,12,15,2
16,ON,7001,374,265.27183082003353,159.58423725799062,192.32705890237514,88.95371940616158,118.29632913658772,0.7092829701070416,0.42669582154542945,0.5733041784545706,0.29729922132097125,25,0,False,215,4,2.1534883720930234,15,203,215,9,7,1
16,ON,7002,372,266.77582002732794,158.82810930149867,195.65355651388336,87.30705760514589,118.81232424016453,0.717139301148731,0.4269572830685448,0.5730427169314556,0.30480927178019934,22,0,False,229,5,2.148471615720524,11,214,229,11,12,0
16,ON,7003,348,249.15767022479537,143.9856256993409,182.0626883234123,80.67798282813696,107.46491910514315,0.7159703167379178,0.41375179798661177,0.5862482020133883,0.30494434418988287,20,0,False,236,5,2.0677966101694913,10,221,236,8,16,0
17,OFF,7001,745,635.5741722033555,625.1047188570097,552.0892487108378,553.8350084470816,544.8291713277798,0.853119694232692,0.8390667367208184,0.16093326327918095,0.07213228533466753,11,2,True,65,12,5.753846153846154,57,56,65,2,2,0
17,OFF,7002,816,690.3157482491963,675.3902819990861,595.2386919012853,590.7469129499758,585.9140767300684,0.8459751816779366,0.8276841691165271,0.17231583088347147,0.07940513485052757,8,0,False,52,12,7.3076923076923075,61,46,52,2,4,0
17,OFF,7003,608,518.8127425058045,513.345121620003,448.39883396771125,454.84300415331444,446.22297851006584,0.853310431752968,0.8443176342434261,0.15568236575657365,0.08242920731793467,6,1,True,65,11,4.969230769230769,48,62,65,1,1,0
17,ON,7001,401,287.66635749209314,176.5134916704584,211.21726776844022,101.47556731615738,132.63430967987549,0.7173724625737984,0.44018327099864935,0.5598167290013507,0.3454509747405948,27,0,False,214,5,2.2242990654205608,17,202,214,8,8,0
17,ON,7002,372,266.8374886857784,173.9702180293913,196.00926042263907,101.46697779110279,129.6973203482068,0.7173050771123075,0.4676618764230949,0.5323381235769049,0.36857797808692255,16,0,False,208,7,2.235576923076923,13,193,208,8,9,2
17,ON,7003,365,260.82436365303624,160.8851207132245,191.13800908683103,93.89846152385367,119.88737601384835,0.7145872976795513,0.4407811526389712,0.5592188473610289,0.3395831801837936,28,0,False,243,5,2.0699588477366255,9,228,243,8,6,0
18,OFF,7001,379,274.9450212669569,194.0235768984054,203.71003594522168,118.32482828766157,145.76116167458468,0.7254486049260077,0.5119355590986949,0.488064440901305,0.25759233349154764,13,0,False,183,5,2.26775956284153,35,171,183,10,10,0
18,OFF,7002,357,255.72211580204214,162.29987436571363,186.92208249897783,89.64407000389987,120.33854518727068,0.7163084476247679,0.4546214968227273,0.5453785031772728,0.2615753010498555,25,3,True,239,4,1.9790794979079498,26,218,239,13,13,1
18,OFF,7003,404,279.446223167106,169.6462508208398,198.2178307362544,94.33686060175575,123.52280663202356,0.6916985721958069,0.4199164624278213,0.5800835375721787,0.287224812218881,16,0,False,218,7,2.1788990825688073,20,209,218,8,16,1
18,ON,7001,322,227.58777927846793,132.00049449681507,163.3917582076372,71.95547128997889,96.53378024381836,0.7067943455853042,0.40993942390315236,0.5900605760968476,0.35826438567234475,15,0,False,247,3,1.9635627530364372,13,220,247,9,12,2
